NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
0;0;True;False;0
46.95833;71.875;True;False;0
46.69934;71.94772;True;False;0
46.26667;72.51515;True;False;0
46.24859;72.27683;True;False;0
46.26667;72.51515;True;False;0
46.26667;72.51515;True;False;0
46.72593;71.85185;True;False;0
47;72.13636;True;False;0
0;0;True;False;0
0;0;True;False;0
NaN;NaN;True;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
NaN;NaN;False;False;0
