NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
0,0,False,False,0
0,0,False,False,0
23.57143,48.64286,False,False,0
25,48.5,False,False,0
330.381,31.38095,False,False,0
25,48.5,False,False,0
25,48.5,False,False,0
330.381,31.38095,False,False,0
330.381,31.38095,False,False,0
24.0303,48.66667,False,False,0
21.66667,49.66667,False,False,0
0,0,False,False,0
0,0,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
NaN,NaN,False,False,0
